text,aspect,label,model_name
Battery life is insanely good.,battery,Positive,Apple MacBook AIR Apple M1
Likes Great performance despite seemingly underpowered on paper.,performance,Positive,Apple MacBook AIR Apple M1
"Battery life is outstandingDislikes There were repeated Safari crashes for first few weeks since cleared up MagSafe plug is gone, though its nice to have standard USBC power.",battery,Neutral,Apple MacBook AIR Apple M1
"Expensive storage upgrades A lot of software is still unoptimized for new M1 hardware, but performance is generally acceptable even so CapsLock delay continues to annoy the hell out of meOther Keyboard is fine upgrading from a 2014 MacBook Pro keyboard, which was solid Good for lightweight software development",performance,Neutral,Apple MacBook AIR Apple M1
"Expensive storage upgrades A lot of software is still unoptimized for new M1 hardware, but performance is generally acceptable even so CapsLock delay continues to annoy the hell out of meOther Keyboard is fine upgrading from a 2014 MacBook Pro keyboard, which was solid Good for lightweight software development",software,Neutral,Apple MacBook AIR Apple M1
Im a software engineer and as you can imagine I spend a lot of time of the computer.,software,Positive,Apple MacBook AIR Apple M1
"The only downside is that camera quality, which is absolutely atrocious.",camera,Negative,Apple MacBook AIR Apple M1
Overall amazing laptop with great battery life and an awesome screen.,battery,Positive,Apple MacBook AIR Apple M1
Will need to have purchased a connector for separate storage devices for standard USB connectors and camera disks.,camera,Neutral,Apple MacBook AIR Apple M1
"Get 512GB drive, cuz modern software, photos, etc need more space.",software,Positive,Apple MacBook AIR Apple M1
Had an intel based MacBook Pro that supported 2 additional displays natively.,display,Positive,Apple MacBook AIR Apple M1
Luckily has a display link hub as a workaround fo 2 additional monitors.,display,Neutral,Apple MacBook AIR Apple M1
"Great battery charge length I havent tested it such that I could report numbers, but clearly much much better than my previous 2018 Powerbook.",battery,Positive,Apple MacBook AIR Apple M1
"The M1 processor is fast, but as expected didnt work on a few peripheral for me software types.",software,Neutral,Apple MacBook AIR Apple M1
Now after 3 week my son tells that there are no issues whats so ever and he likes the performance and as well as the Batterie runtime.,performance,Positive,Apple MacBook AIR Apple M1
The price and shipping time was good as well,price,Positive,Apple MacBook AIR Apple M1
The picture video quality is great to look at and is very clear but the Photo Booth camera kinda sucks which is a little disappointing .,camera,Neutral,Apple MacBook AIR Apple M1
"Cons, I dont like that you have to buy an adapter to have a USB or to use my camera SD card, plus they took away the magnetic cord you charge with now it is just a plugin like the Macbook Pro.",camera,Neutral,Apple MacBook AIR Apple M1
Its a good laptop with all around features and heavy build quality.,build quality,Positive,Apple MacBook AIR Apple M1
"Other than that, I love how responsive it is, and I love the picture quality Also, the battery life on this thing is unreal I have left it off the charger for well over a week and have not needed to charge it.",battery,Neutral,Apple MacBook AIR Apple M1
"No HCMI, no SDHC memory slot for you camera memory chip, you need to buy adaptor for USBC and there are only 2 on the left none on the right only a 3.5 mm audio jack.",camera,Negative,Apple MacBook AIR Apple M1
"In addition when charging the unit there is no indication, no light no sound, nothing that lets you know it is charging.",sound,Negative,Apple MacBook AIR Apple M1
"It has a great display, it opens easily with touch fingerprint ID, you can move easily from here to there and not lose any information.",display,Positive,Apple MacBook AIR Apple M1
"battery is garbage, not really refurbished, just resold.",battery,Negative,Apple MacBook AIR Apple M1
I will have to pay to put in a new battery at the Apple store.,battery,Negative,Apple MacBook AIR Apple M1
I havent tried the camera yet.,camera,Positive,Apple MacBook AIR Apple M1
"I needed to do a few things my iPad wouldnt do a Mac it was The battery life is amazing, and the screen brightness is great, Ive heard it isnt bright as the MacBook Pro",battery,Neutral,Apple MacBook AIR Apple M1
"Excellent battery, speedy, lightweight.",battery,Positive,Apple MacBook AIR Apple M1
"Great battery life, the metal finish is really slippery, I bought a dbrand skin to fix that.",battery,Positive,Apple MacBook AIR Apple M1
"There were 2 battery cycles, minor signs of use on the bottom, and the charger was obviously used but otherwise its in good shape.",battery,Neutral,Apple MacBook AIR Apple M1
"Also be really careful because the screen is special, it has a coating for retina display and even touching it or gently cleaning it can remove some of the coating and leave subtle blue marks.",display,Positive,Apple MacBook AIR Apple M1
Sound is boxy Id recommend SpeakerAmp and choose flat sound to get a clearer sound.,sound,Positive,Apple MacBook AIR Apple M1
But nothing is perfect of course and for that price this is a great investment,price,Neutral,Apple MacBook AIR Apple M1
I got this for school after my hp computers battery stopped working.,battery,Negative,Apple MacBook AIR Apple M1
Its really great for the price the screen resolution is really nice and the touch id is a good add on.,price,Positive,Apple MacBook AIR Apple M1
"The battery life is at least twice what the 2017 was, the screen is much better, the keyboard is better, the overall size of the computer is smaller and I love the larger haptic feedback touchpad.",battery,Neutral,Apple MacBook AIR Apple M1
I dont use the camera but it isnt the greatest from what I understand,camera,Neutral,Apple MacBook AIR Apple M1
The battery life even if downloading is incredible.,battery,Positive,Apple MacBook AIR Apple M1
The sound quality Isaac under heavy bass,sound,Positive,Apple MacBook AIR Apple M1
Battery life is amaaaazing though,battery,Neutral,Apple MacBook AIR Apple M1
Its an Apple so it is overpriced,price,Neutral,Apple MacBook AIR Apple M1
"It is the first time that I have a Mac and although at first it took me a little getting used to the Apple system, but the speed and battery life are worth it.",battery,Positive,Apple MacBook AIR Apple M1
"No issues with this MacBook, came in perfect condition, very easy to navigate, LOVE the Touch ID, and the camera quality is okay, not as good as a phone.",camera,Positive,Apple MacBook AIR Apple M1
"The battery lasts about an entire day, and the charger that comes with it is super high quality.",battery,Positive,Apple MacBook AIR Apple M1
"Nice OS, overall good look, sound and display have very good quality, battery life outstanding.",battery,Positive,Apple MacBook AIR Apple M1
"Nice OS, overall good look, sound and display have very good quality, battery life outstanding.",display,Positive,Apple MacBook AIR Apple M1
"Nice OS, overall good look, sound and display have very good quality, battery life outstanding.",sound,Positive,Apple MacBook AIR Apple M1
The camera is mediocre though.,camera,Neutral,Apple MacBook AIR Apple M1
Quality hardware and software and looking forward to many years of happy use.,software,Positive,Apple MacBook AIR Apple M1
Just have to say Im really thrilled with the new M1 MacBook Air worked all day 8 hours on a rather complex Excel workbook and the laptop never got warm and the battery is still at 43 Cant say enough good things about this computer.,battery,Positive,Apple MacBook AIR Apple M1
"The cost was within budget and the performance, well its better than my iMac in many ways Really glad I didnt wait for the next model to start enjoying Apples new computer on a chip design.",performance,Positive,Apple MacBook AIR Apple M1
Fast and easy to use with a long battery life.,battery,Positive,Apple MacBook AIR Apple M1
The price was good and I love it.,price,Positive,Apple MacBook AIR Apple M1
Its fancy and pretty and while I worry I might break it because its so thin and was pretty pricey,price,Neutral,Apple MacBook AIR Apple M1
"Its lighter than our pro, has similar performance, is a bit lighter and cheaper.",performance,Positive,Apple MacBook AIR Apple M1
"Oh, the battery life seems better than the Pro.",battery,Neutral,Apple MacBook AIR Apple M1
so my thoughts are on the M1 air version and I must say its a great machine for the price its my first apple device as Im a pc gamer but I had to have this because of the ARM chipset being that it surpasses a lot of x86 chipsets its very impressive the battery life is by far the most impressive thing about it.nothing at the moment beats the battery life,battery,Positive,Apple MacBook AIR Apple M1
so my thoughts are on the M1 air version and I must say its a great machine for the price its my first apple device as Im a pc gamer but I had to have this because of the ARM chipset being that it surpasses a lot of x86 chipsets its very impressive the battery life is by far the most impressive thing about it.nothing at the moment beats the battery life,price,Positive,Apple MacBook AIR Apple M1
it has a great IPS display as well looks very vivid and sharp,display,Positive,Apple MacBook AIR Apple M1
"so I needed something small and fast and this new MacBook Air is perfect, I love everything about it, battery life is great",battery,Positive,Apple MacBook AIR Apple M1
Great price and great computer,price,Positive,Apple MacBook AIR Apple M1
"The battery will last me 12 hours of gaming, something I didnt think was even possible out of a highperformance laptop.",battery,Positive,Apple MacBook AIR Apple M1
"The battery will last me 12 hours of gaming, something I didnt think was even possible out of a highperformance laptop.",performance,Positive,Apple MacBook AIR Apple M1
"When I say high performance, I mean it.",performance,Positive,Apple MacBook AIR Apple M1
This Macbook was good until the screen started to glitch on the bottom and left side of the display.,display,Negative,Apple MacBook AIR Apple M1
"Its 14 months old, outside of the one year warranty, and a new display costs 428.",display,Negative,Apple MacBook AIR Apple M1
"Battery life is great, once you are not doing to much things.",battery,Positive,Apple MacBook AIR Apple M1
"Camera quality is not so good, I think apple could have updated their camera quality, but it is fine anyways, usable.",camera,Neutral,Apple MacBook AIR Apple M1
Nice sound quality.,sound,Positive,Apple MacBook AIR Apple M1
I was taken back by the camera quality on this product.,camera,Negative,Apple MacBook AIR Apple M1
It was strange that the 2015 macbook air that I sold before getting this 2020 version had a much better camera.,camera,Neutral,Apple MacBook AIR Apple M1
The camera quality is horrible.,camera,Negative,Apple MacBook AIR Apple M1
It almost looks like a camera from 2001.,camera,Neutral,Apple MacBook AIR Apple M1
"The build quality is exceptional, the case is , etc., and using the box offline is fine in terms of speed, but loading web pages, getting hung up on web pages, etc. is just plain BS.",build quality,Positive,Apple MacBook AIR Apple M1
The battery lasts a long time.,battery,Positive,Apple MacBook AIR Apple M1
"This Laptop has many good things, among them I highlight the camera, which is better than that of my previous Asus and the speed it has to run applications, despite only having 8GB it is enough and the sharpness of the Mac screens are always superior.",camera,Positive,Apple MacBook AIR Apple M1
"The battery lasts a long time, not the 18 hours that they say, but more than 8 hours.",battery,Neutral,Apple MacBook AIR Apple M1
Battery Life is seriously all day.,battery,Negative,Apple MacBook AIR Apple M1
It is very fast andThe battery lasts quite a while I havent had an issue with it.,battery,Positive,Apple MacBook AIR Apple M1
I love this laptop its very light its very thin the screen is a great size not too big not too small the battery life is great Mine did not come with the touchscreen,battery,Positive,Apple MacBook AIR Apple M1
"The touchpad is silky smooth, no need to buy another mouse at all, the sound quality is very nice, and the battery life is also very strong",battery,Positive,Apple MacBook AIR Apple M1
"The touchpad is silky smooth, no need to buy another mouse at all, the sound quality is very nice, and the battery life is also very strong",sound,Positive,Apple MacBook AIR Apple M1
"No complaints so far in fact, I am actually very impressed The battery life is incredible although I have only had it for two days and the screen, keyboard, and body are great.",battery,Positive,Apple MacBook AIR Apple M1
"Processing speed and battery life are excellent, and the screen is outstanding.",battery,Positive,Apple MacBook AIR Apple M1
I am able to play most of the computer games I wanted to on here with no overheating issues.,overheating,Positive,Apple MacBook AIR Apple M1
Battery lasts a while depending on what I am doing and charges very quickly.,battery,Neutral,Apple MacBook AIR Apple M1
I absolutely love it Bought it because Im a math major in college and its just what I needed It charges fast and stays charged I never shut my computer down but put it to sleep and battery is still good I havent used it to its max ability,battery,Positive,Apple MacBook AIR Apple M1
The display is wonderful.,display,Positive,Apple MacBook AIR Apple M1
"I absolutely love love my new lap top I had a Macbook Air in college and now I have one for working at home and for traveling if the desire arises The price is great and the quality is excellent, I noticed other reviews commenting on the quality of the video, however I do not see it being grainy at all",price,Positive,Apple MacBook AIR Apple M1
Im enjoying the increased speed and more up to date features as a bonus especially longer battery life,battery,Positive,Apple MacBook AIR Apple M1
The purchase price for me was 1000 saw it at 90 less 2 months later now its almost 200 less.,price,Negative,Apple MacBook AIR Apple M1
I was a bit concerned when I saw the reviews saying that its camera was really bad because I teach online and do a lot of Zoom video calls.,camera,Neutral,Apple MacBook AIR Apple M1
But its so much better than my old PC laptop and might be as good as my iPhone 8 Plus camera.,camera,Positive,Apple MacBook AIR Apple M1
"Great laptop, great price for MacBook.",price,Positive,Apple MacBook AIR Apple M1
Camera despite having the same.720p res it has a better image quality and I assume this is due to the chip processing image better than intel.,camera,Neutral,Apple MacBook AIR Apple M1
Extremely overpriced for todays specs and she couldnt even play a Sims game from 2011 on it. . .,price,Negative,Apple MacBook AIR Apple M1
I love its bootup sound and appearance,sound,Positive,Apple MacBook AIR Apple M1
"BUT, it wont run any of my old software.",software,Negative,Apple MacBook AIR Apple M1
Too reinvest in all the needed software whould be out of my price range.,price,Negative,Apple MacBook AIR Apple M1
Too reinvest in all the needed software whould be out of my price range.,software,Negative,Apple MacBook AIR Apple M1
WINNER WINNER APPLE DINNER.it is a gem.software setup cumbersome,software,Positive,Apple MacBook AIR Apple M1
The battery life in this laptop exceeds everything Ive ever seen before.,battery,Positive,Apple MacBook AIR Apple M1
On a full charge after being on standby for a week I still have 90 battery left.,battery,Negative,Apple MacBook AIR Apple M1
Other then battery life this thing is awesome.,battery,Positive,Apple MacBook AIR Apple M1
Would like the battery to last more then a few hours,battery,Neutral,Apple MacBook AIR Apple M1
"Comparing to many brands HP, Acer, Dell, etc this is a rocket based on price, speed, image, performance, everything.",performance,Positive,Apple MacBook AIR Apple M1
"Comparing to many brands HP, Acer, Dell, etc this is a rocket based on price, speed, image, performance, everything.",price,Positive,Apple MacBook AIR Apple M1
"I figured ok, I thought they come with some battery life",battery,Neutral,Apple MacBook AIR Apple M1
It doesnt do anything doesnt even make a boot up sound it just wont turn on.,sound,Negative,Apple MacBook AIR Apple M1
The sound quality is excellent.,sound,Positive,Apple MacBook AIR Apple M1
Amazon had the best price at the time.,price,Positive,Apple MacBook AIR Apple M1
Battery life is amazing.,battery,Positive,Apple MacBook AIR Apple M1
but yes you will have to pay a price for it.,price,Neutral,Apple MacBook AIR Apple M1
"I love my MacBook, battery is so good.",battery,Positive,Apple MacBook AIR Apple M1
"Camera isnt amazing but its pretty good, but you have to remember.",camera,Neutral,Apple MacBook AIR Apple M1
"So as long as your not taking your MacBook on a photo shoot, camera quality is great Screen is small.",camera,Neutral,Apple MacBook AIR Apple M1
"FASTEST PERFORMANCE , LONG BATTERY LIFE, LIGHTWEIGHT,COMPACT, GREAT SECURITY FEATURES, TOO MANY THINGS TO LIST",battery,Positive,Apple MacBook AIR Apple M1
"FASTEST PERFORMANCE , LONG BATTERY LIFE, LIGHTWEIGHT,COMPACT, GREAT SECURITY FEATURES, TOO MANY THINGS TO LIST",performance,Positive,Apple MacBook AIR Apple M1
First Mac laptop Ive owned and Im very impressed Display colors are incredible.,display,Positive,Apple MacBook AIR Apple M1
Super long battery life and light weight.,battery,Positive,Apple MacBook AIR Apple M1
It wasnt overly pricey to be honest and I feel its worth the price.,price,Neutral,Apple MacBook AIR Apple M1
"Where is the usb port 20 more dollars for an addon for usb ports, 720 camera still on a 2020 product come oneEverything else is great.",camera,Negative,Apple MacBook AIR Apple M1
"This means unparalleled performance, amazing battery life, and beautiful screen quality.",battery,Positive,Apple MacBook AIR Apple M1
"This means unparalleled performance, amazing battery life, and beautiful screen quality.",performance,Positive,Apple MacBook AIR Apple M1
"I have run into a couple of small issues with software due to the new chip, but Im sure theyll release new versions soon.",software,Positive,Apple MacBook AIR Apple M1
Best pricequality MacBook in the history of Apple.,price,Positive,Apple MacBook AIR Apple M1
So smooth and fast with phenomenal battery life up to 8 hours.,battery,Positive,Apple MacBook AIR Apple M1
"With the price I paid, this kinda makes my blood boil.",price,Positive,Apple MacBook AIR Apple M1
"Over priced, but good quality and decent support.",price,Positive,Apple MacBook AIR Apple M1
Better screen and better battery life.,battery,Neutral,Apple MacBook AIR Apple M1
"The item is great, allows me to be productive without worrying about performance being an issue.",performance,Positive,Apple MacBook AIR Apple M1
"Almost everything is topnotch Performance, battery life, new magic keyboard, usual unparalleled trackpad, quality of materials and build.",battery,Positive,Apple MacBook AIR Apple M1
"Almost everything is topnotch Performance, battery life, new magic keyboard, usual unparalleled trackpad, quality of materials and build.",performance,Positive,Apple MacBook AIR Apple M1
"Only feature less than excellent is camera, which is only 720p.",camera,Neutral,Apple MacBook AIR Apple M1
The battery life lasts for a long time.,battery,Positive,Apple MacBook AIR Apple M1
"The performance of the device is great, the battery life is amazing, it fulfills all the functions described, its a shame that it only has 2 type C ports, but purchasing a Hub solves the problem.",battery,Positive,Apple MacBook AIR Apple M1
"The performance of the device is great, the battery life is amazing, it fulfills all the functions described, its a shame that it only has 2 type C ports, but purchasing a Hub solves the problem.",performance,Positive,Apple MacBook AIR Apple M1
love the build quality.,build quality,Positive,Apple MacBook AIR Apple M1
Theres nothing to dislike the laptop comes with own software ready to turned it on and start using it,software,Positive,Apple MacBook AIR Apple M1
Its battery life is far better that my old one,battery,Positive,Apple MacBook AIR Apple M1
Amazons price was the best I could find and with my Prime Chase card I am buying it interest free.,price,Positive,Apple MacBook AIR Apple M1
"Its fast, slim and battery life is pretty awesome.",battery,Positive,Apple MacBook AIR Apple M1
"The camera isnt the best and I dont love Apples new keyboards, they have very little travel.",camera,Neutral,Apple MacBook AIR Apple M1
"This item was very horrible The touch screen never worked , it was overpriced and it was defected and AMAZON ONLY TOLD ME I WOULD GET 80 of what I paid for this product back Thats bs .",price,Negative,Apple MacBook AIR Apple M1
First MacBook and I am in love I have been using my computer for two days and still have 60 battery life.,battery,Positive,Apple MacBook AIR Apple M1
"But battery life is out of this world, with the CPU temp sitting at 36C",battery,Negative,Apple MacBook AIR Apple M1
Powerful laptop that can handle music production and djing softwares without problems.,software,Positive,Apple MacBook AIR Apple M1
"Great screen, amazing battery life.",battery,Positive,Apple MacBook AIR Apple M1
"Love my new Mac Its very light, battery lasts a long time.",battery,Positive,Apple MacBook AIR Apple M1
"It arrived at the doors of my case in excellent condition as if I had bought it in a store, it came sealed, the software and its arrangement are similar to other equally organized Macs, it works quite fast, but it must be recognized that the quality of the camera is lower than previous generations.",camera,Positive,Apple MacBook AIR Apple M1
"It arrived at the doors of my case in excellent condition as if I had bought it in a store, it came sealed, the software and its arrangement are similar to other equally organized Macs, it works quite fast, but it must be recognized that the quality of the camera is lower than previous generations.",software,Positive,Apple MacBook AIR Apple M1
Blows standard laptops out of the water with battery life.,battery,Positive,Apple MacBook AIR Apple M1
Great hardware and software.,software,Positive,Apple MacBook AIR Apple M1
right out of the box I had a service battery notice.,battery,Negative,Apple MacBook AIR Apple M1
They sent it out for a new battery under warranty which was to take 35 days and they have had it a week now and havent completed the repair yet.,battery,Neutral,Apple MacBook AIR Apple M1
The battery life is surreal.,battery,Neutral,Apple MacBook AIR Apple M1
SOME SOFTWARE IS MORE DIFFICULT TO FIND.,software,Neutral,Apple MacBook AIR Apple M1
No fan and battery last all day easily It absolutely crushes my 6 core i7 MacBook Pro on Geekbench test You will not regret buying one Look at the picture and see for yourself,battery,Negative,Apple MacBook AIR Apple M1
Apple is blaming customers for Apples poor build quality.,build quality,Negative,Apple MacBook AIR Apple M1
"Fast enough for common use and the battery mas a lot, I have to charge it every three or four days.",battery,Positive,Apple MacBook AIR Apple M1
Display quality and sound from the built in speakers is exceptional.,display,Positive,Apple MacBook AIR Apple M1
Display quality and sound from the built in speakers is exceptional.,sound,Positive,Apple MacBook AIR Apple M1
Battery life is respectable.,battery,Positive,Apple MacBook AIR Apple M1
"I wasnt sure about the Air, but Im so happy I went with it Not a bad price, shipped very quickly, battery lasts a long time, I just love it.",battery,Positive,Apple MacBook AIR Apple M1
"I wasnt sure about the Air, but Im so happy I went with it Not a bad price, shipped very quickly, battery lasts a long time, I just love it.",price,Positive,Apple MacBook AIR Apple M1
"Battery life is great, keyboard is great and its light.",battery,Positive,Apple MacBook AIR Apple M1
I dont use laptop cameras so I cant say either way on how good it is or isnt.,camera,Neutral,Apple MacBook AIR Apple M1
"Highly recommend The battery lasts for days, the magical keyboard is so helpful writing at night.",battery,Positive,Apple MacBook AIR Apple M1
"This 2020 MacbookAir started out great, but within 3 weeks its slowing down too Display is more or less fine.",display,Negative,Apple MacBook AIR Apple M1
Front camera quality seems to have deteriorated somewhat.,camera,Neutral,Apple MacBook AIR Apple M1
"The 8 gigs 8s good enough for day to day task, plus the battery is unbelievable.",battery,Positive,Apple MacBook AIR Apple M1
"Battery life, encoding and transcoding.",battery,Positive,Apple MacBook AIR Apple M1
"Its not even a year old yet, the camera is pixelated, one day the display suddenly broke and a key just came out and it doesnt work.",display,Negative,Apple MacBook AIR Apple M1
"Its not even a year old yet, the camera is pixelated, one day the display suddenly broke and a key just came out and it doesnt work.",camera,Negative,Apple MacBook AIR Apple M1
"I spent a lot of time reviewing different brands, models, prices, GB, and this one definitely was exactly what I needed So far, so good I got it 2 days ago and it runs very smoothly.",price,Positive,Apple MacBook AIR Apple M1
"Idk why Id expect for it to be any less than perfect , for the price I paid it just better had been Lol its just what I wanted .",price,Neutral,Apple MacBook AIR Apple M1
"I was dissatisfied, display resolution was lacking, battery life, etc. Looked at the new MacBook Air and purchased it.",battery,Negative,Apple MacBook AIR Apple M1
"I was dissatisfied, display resolution was lacking, battery life, etc. Looked at the new MacBook Air and purchased it.",display,Negative,Apple MacBook AIR Apple M1
"Credit where is deserved though, Apple does make nice if overpriced devices.",price,Neutral,Apple MacBook AIR Apple M1
The M1 battery life and performance is quite impressive for a laptop for this size and price.,battery,Positive,Apple MacBook AIR Apple M1
The M1 battery life and performance is quite impressive for a laptop for this size and price.,performance,Positive,Apple MacBook AIR Apple M1
The M1 battery life and performance is quite impressive for a laptop for this size and price.,price,Positive,Apple MacBook AIR Apple M1
"The best purchase i could ever made, worth the money The great choice for the price, instead of the Macbook Pro. Incredible Weight, Screen, speed processing, performance and look.",performance,Positive,Apple MacBook AIR Apple M1
"The best purchase i could ever made, worth the money The great choice for the price, instead of the Macbook Pro. Incredible Weight, Screen, speed processing, performance and look.",price,Positive,Apple MacBook AIR Apple M1
"This is my first MacBook and I like it for the price, but touchbar isa bit weird.",price,Positive,Apple MacBook AIR Apple M1
"Love my new MacBook Air Light, sleek, long lasting battery, plug play Surprised it does not have regular USB ports, but ordered 2pack of USB to USBC adapters for 10.",battery,Positive,Apple MacBook AIR Apple M1
Love all my Apple products from their packaging to their long lasting durability and fantastic performancetechnology.,performance,Positive,Apple MacBook AIR Apple M1
Love all my Apple products from their packaging to their long lasting durability and fantastic performancetechnology.,durability,Positive,Apple MacBook AIR Apple M1
Great price as well.,price,Positive,Apple MacBook AIR Apple M1
Nothing damaged and I got it for a good price 100 dollars off at the time.,price,Positive,Apple MacBook AIR Apple M1
Screen quality SUPER ULTRA HD Battery life Excellent 7 hours still not less than 90.,battery,Positive,Apple MacBook AIR Apple M1
Camera quality Distinction.,camera,Positive,Apple MacBook AIR Apple M1
"I had given this a few months since release for some of the software compatibility issues to be straightened out, and was encouraged by reviews.",software,Neutral,Apple MacBook AIR Apple M1
2. the FaceTime camera is absolutely terrible.,camera,Negative,Apple MacBook AIR Apple M1
It may be the worst camera I have seen on any device since my iPhone 3G.,camera,Negative,Apple MacBook AIR Apple M1
Battery life is great its so sleek that we can take it anywhere without it taking up space.,battery,Positive,Apple MacBook AIR Apple M1
also the price for this is great,price,Positive,Apple MacBook AIR Apple M1
"I only charge it every few days, battery is awesome on it so far.",battery,Positive,Apple MacBook AIR Apple M1
I cant believe the battery life as well itll run all day.,battery,Positive,Apple MacBook AIR Apple M1
Its as powerful as everyone says it is and battery seems to last quite as long as well.,battery,Positive,Apple MacBook AIR Apple M1
"I absolutely love my new laptop it is 20x better than my other laptop because the battery life lasts longer and I can multitask multiple assignments all at the same time also, it is a very reliable and the resolution and speed is amazing",battery,Positive,Apple MacBook AIR Apple M1
"Excellent battery life, fast and responsive, light, great image quality.",battery,Positive,Apple MacBook AIR Apple M1
This little puppy gets the job done at half the price of the bigger one.,price,Positive,Apple MacBook AIR Apple M1
The battery lasts all day.,battery,Positive,Apple MacBook AIR Apple M1
New M1 chip is fast great performance for normal everyday tasks.,performance,Positive,Apple MacBook AIR Apple M1
overpriced as usual.,price,Negative,Apple MacBook AIR Apple M1
Saved 100 over the price at the Apple Store.,price,Positive,Apple MacBook AIR Apple M1
Although choice of camera has very low quality.,camera,Negative,Apple MacBook AIR Apple M1
The battery life is unbelievable.,battery,Positive,Apple MacBook AIR Apple M1
But the camera is little poor.,camera,Neutral,Apple MacBook AIR Apple M1
"It was super easy to set up, processes quickly and the battery life lasts a long time.",battery,Positive,Apple MacBook AIR Apple M1
"Long battery life, super fast processing speed, cool fanless operation, lightweight, high build quality.",battery,Positive,Apple MacBook AIR Apple M1
"Long battery life, super fast processing speed, cool fanless operation, lightweight, high build quality.",build quality,Positive,Apple MacBook AIR Apple M1
That battery life is on point.,battery,Positive,Apple MacBook AIR Apple M1
I cant really speak to camera quality.,camera,Positive,Apple MacBook AIR Apple M1
Good price and good delivery,price,Positive,Apple MacBook AIR Apple M1
Using it daily for many hours and hardly drains the battery at all.,battery,Positive,Apple MacBook AIR Apple M1
I use this product for download the software from Mac and watch high clear quality video.,software,Positive,Apple MacBook AIR Apple M1
My old iPhone app like my QSee camera app can now be opened on my M1 wow,camera,Positive,Apple MacBook AIR Apple M1
"its a great product, the battery the best of all",battery,Positive,Apple MacBook AIR Apple M1
Performance is amazing at a relatively affordable for Apple price.,performance,Positive,Apple MacBook AIR Apple M1
Performance is amazing at a relatively affordable for Apple price.,price,Positive,Apple MacBook AIR Apple M1
The Best part of the Mac is the battery life.,battery,Positive,Apple MacBook AIR Apple M1
"However, the MacBook doesnt allow you to perform certain basic features without paying for additional software to access them.",software,Neutral,Apple MacBook AIR Apple M1
"The image, sound and speed is great.",sound,Positive,Apple MacBook AIR Apple M1
She started using it tiday so do not know about battery life yet.,battery,Neutral,Apple MacBook AIR Apple M1
Battery life was wonderful.,battery,Positive,Apple MacBook AIR Apple M1
"I have waited a long time to buy a MAC and I am not disappointed I was surprised at what is inside the machine, incredible Great price",price,Positive,Apple MacBook AIR Apple M1
"Great screen, surprisingly amazing speakers, unparalleled speed and battery life.",battery,Positive,Apple MacBook AIR Apple M1
Very easy to use and love the long battery life,battery,Positive,Apple MacBook AIR Apple M1
"Only issue I have is the front camera Is not clear, I needed to buy a webcam",camera,Positive,Apple MacBook AIR Apple M1
"Very good product, very good portability and performance",performance,Positive,Apple MacBook AIR Apple M1
so light and sleek and tbh the battery m1 is insane,battery,Negative,Apple MacBook AIR Apple M1
Love it great price and as advertised,price,Positive,Apple MacBook AIR Apple M1
This macbook shows outstanding performances when running machine learning programs and heavy illustration programs.,performance,Positive,Apple MacBook AIR Apple M1
"Front facing camera is only 720p, but everything else is perfect.",camera,Positive,Apple MacBook AIR Apple M1
Battery completely died stopped holding charge and power supply also failed I had to go to an Apple store to power it back up and wipe it out to return it.,battery,Negative,Apple MacBook AIR Apple M1
The battery life is AMAZINGIts a great laptop.,battery,Positive,Apple MacBook AIR Apple M1
Battery life Screen,battery,Positive,Apple MacBook AIR Apple M1
Battery is surprisingly long lasting.,battery,Positive,Apple MacBook AIR Apple M1
My battery life last for two days screen quality very good I love that it has a thumb print I recommend,battery,Positive,Apple MacBook AIR Apple M1
The camera quality is also great Highly recommend,camera,Positive,Apple MacBook AIR Apple M1
Its a great little computer for the price,price,Positive,Apple MacBook AIR Apple M1
Terrific performance.,performance,Positive,Apple MacBook AIR Apple M1
really snappy browsing the web. beautiful display.,display,Positive,Apple MacBook AIR Apple M1
and amazing battery life.,battery,Positive,Apple MacBook AIR Apple M1
"1010 recommend, battery life is fantastic I charged it when I first got it its still at 97",battery,Positive,Apple MacBook AIR Apple M1
Battery life and screen quality,battery,Positive,Apple MacBook AIR Apple M1
"In other words, the built in camera, sucks.",camera,Negative,Apple MacBook AIR Apple M1
"Amazing Great value, great performance, great battery life, user experience is top notch",battery,Positive,Apple MacBook AIR Apple M1
"Amazing Great value, great performance, great battery life, user experience is top notch",performance,Positive,Apple MacBook AIR Apple M1
Screen quality is great and battery lasts long it takes me a couple of days before putting it on a charger,battery,Positive,Apple MacBook AIR Apple M1
The front camera is horrible,camera,Negative,Apple MacBook AIR Apple M1
Love yes the real thing works good pretty loud honestly camera should be better for what its worth battery life is pretty good,battery,Positive,Apple MacBook AIR Apple M1
Love yes the real thing works good pretty loud honestly camera should be better for what its worth battery life is pretty good,camera,Positive,Apple MacBook AIR Apple M1
"I love the size, speaks, keyboard is very fine touch, but the camera isnt too great for the product like this.",camera,Neutral,Apple MacBook AIR Apple M1
"I love it , for the price point its a steal Absolutely worth it",price,Positive,Apple MacBook AIR Apple M1
Just needs 1080p camera,camera,Neutral,Apple MacBook AIR Apple M1
"Took a long time that to realize that force really meant FORCE as in smash it down There is a System Preferences bypass, but I got embroiled in a DARK MODE display black screen, missing cursor, and of course loss of Intelchip based favorite apps which all took precedence over trying to find and read a possible Manual.",display,Negative,Apple MacBook AIR Apple M1
