product,review
Apple MacBook AIR Apple M1,Totalmente nuevo.
Apple MacBook AIR Apple M1,I ordered a mouse with the laptop but haven't even taken it out of the box because the trackpad is so good. The keyboard is sweet and I love the TouchId feature. I'm coming from a Windows background and this was so easy to set up. I'm so happy with it. The battery lasts a long time. Everything about this laptop is a breeze. Glad I took the plunge.
Apple MacBook AIR Apple M1,"Beautiful computer, light weight,  sophisticated, very smart, great for school!!!!"
Apple MacBook AIR Apple M1,"Este Portatil tiene muchas cosas buenas, entre ellas destaco la camara es mejor q la de mi anterior Asus y la rapidez que tiene para ejecutar las aplicaciones, apesar de solo tener 8GB es suficiente y la nitidez de las pantallas de Mac siempre son superiores- Dura bastante la bateria, (tampoco las 18 horas que dicen ellos, pero si mas de 8 horas)Desventajas: que solo tiene dos puertos ThunderboltLlego muy bien empacado hasta Colombia"
Apple MacBook AIR Apple M1,"The M1 MacBook Air is my favorite portable Mac I’ve ever owned. It runs really great with the M1 chip. Battery Life is seriously all day. I normally go for the most RAM I can get, but went with the 8GB as Amazon had a sale and I don’t regret it. Can simultaneously run lots of Browser tabs, Slack, and all my other work apps with no sluggishness."
Apple MacBook AIR Apple M1,"This MBA is fan-TAS-tic to use. It can run unplugged all day. The speaker is sufficiently loud, and the hi-rez screen is eye-popping.But using a Mac laptop's USB-C port for power, after more than a decade of Mag-Safe bliss, is darn-near CRIMINAL. Thankfully, we still have capitalism, and there are a number of 3rd-party workaround devices that mimic Mag-Safe to a greater-or-lesser degree. Sigh."
Apple MacBook AIR Apple M1,"Wow!  came fast and brand new, thank you"
Apple MacBook AIR Apple M1,"This is my first laptop my other Mac was a 21.5 desktop, so it has taken me a while to get used to it but I love it. It is light where I can take it from room to room. I do puzzles online and it took some time to figure how to make the screen just a little bigger but I am pleased with it. It is very fast andThe battery lasts quite a while I haven’t had an issue with it. Overall am very pleased with it."
Apple MacBook AIR Apple M1,"I am not computer savvy, but find this Mac to be easy to use.  I was limping along on a 12 year old MacBook Pro and could not even update to the new OS (Big Sur), so it was time.  I didn't need the big footprint of a MacBook Pro so this is a good fit.  I'm still finding my way around but so far, so good."
Apple MacBook AIR Apple M1,Bought this for use while traveling. Does everything I need tho I am on a learning curve going from my windows machine at home.
Apple MacBook AIR Apple M1,I love this laptop it’s very light it’s very thin the screen is a great size not too big not too small the battery life is great Mine did not come with the touchscreen but I really don’t have a need for it the keyboard is perfectly fine I highly recommend this laptop I can’t say anything bad about it would buy it again
Apple MacBook AIR Apple M1,"APPLE makes the best computers!  Reliable, there are no viruses, and they have the amazing APPLE CARE support for all their computers.  I also learned tat the only reason to purchase their separate Apple Care insurance is if you are concerned about the computer hardware, such as a broken screen.  APPLE makes all your tech needs easier and is my first and only choice."
Apple MacBook AIR Apple M1,"The touchpad is silky smooth, no need to buy another mouse at all, the sound quality is very nice, and the battery life is also very strong"
Apple MacBook AIR Apple M1,I bought what I considered to be a “Rose Gold” MacBook and it’s absolutely beautiful. It works just as well. I’m just Mac’ing away with course studies as well as my business. Now I can work at home or take it with me wherever I go. It’s light weight and the resolution is amazing. So much better than the laptop I was using.
Apple MacBook AIR Apple M1,"No complaints so far - in fact, I am actually very impressed! The battery life is incredible (although I have only had it for two days!) and the screen, keyboard, and body are great. I had a Macbook Pro (2012) eons ago and this is obviously far and above that.I was a bit nervous buying from Amazon but I was impatient and couldn't wait the 2+ weeks it was going to take from Apple or Best Buy. It arrived quickly and in perfect condition."
Apple MacBook AIR Apple M1,"I'm an Apple girl, using apple products most of my adult life.  This is the best computer that I have purchased.  The updates that they have made have made these computers even faster, quieter, and more.  Due to the updates on the MacBook Air, you can do as much with Photoshop, InDesign, iMovie, PremierPro, and music programs that you can with the MacBook Pros, only more compact.  I would definitely encourage you to grab this one if you have the opportunity to."
Apple MacBook AIR Apple M1,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window."
Apple MacBook AIR Apple M1,"The only thing I can’t figure out , and I haven’t put much effort into it since I’m in the hospital is how to turn on the touch screen option. I thought it would be automatically on . Other than that I love my new MacBook Air Laptop and would recommend it to anyone looking for a laptop computer"
Apple MacBook AIR Apple M1,"I’ve owned three MacBook Airs over the years and this is the most capable to date. Processing speed and battery life are excellent, and the screen is outstanding. I’m still getting used to having just two USB-C ports. I had to purchase an external hub to connect to an external monitor and an external hard drive and I especially miss not having a built in SDHC card reader."
Apple MacBook AIR Apple M1,"My first time MacBook experience, there are many things to learn, my iPhone and iPad  experiences helps, that is the Apple system, its shares so many apps, functionalities, the  M1 chip is amazing, laptop never got warm and I use it for three or four days without charging.I have migrated many window office documents to Mac, am still learning so far I'm impressed with the new Mac air. quality is top notch"
Apple MacBook AIR Apple M1,A plus quality as expected however no port outlets for other services
Apple MacBook AIR Apple M1,I love this computer. It is very light and easy to travel with. It is not air cooled so not hot bottom or the noise of a fan cooling system. Was super easy to set up.
Apple MacBook AIR Apple M1,Muy buen equipo
Apple MacBook AIR Apple M1,Very nice product. Brand new right out of the box
Apple MacBook AIR Apple M1,I never owned a Mac before and I am very pleased with this purchase. I was nervous about ordering it off Amazon at first but it was slightly cheaper and came in exactly two days. No issues with damages or overall quality. Screen quality/graphics are great. I am able to play most of the computer games I wanted to on here with no overheating issues. Battery lasts a while depending on what I am doing and charges very quickly.
Apple MacBook AIR Apple M1,Great product from Apple as usual
Apple MacBook AIR Apple M1,"Had mine since April and I gotta tell you, I’m literally lost for words. I won’t make this length cause I don’t have to, all you need to know is that this is a must have for anyone wanting to get productivity and entertainment out of a laptop."
Apple MacBook AIR Apple M1,"Also I have been a Microsoft user for many many years, I decided to take the leap for a new OS and computer to expand my technology IQ and support for a new OS.I am impress by the small footprint-weight and especially the speed, resolution and ease of use with Mac OS Big Surf functionally. I would encourage anyone wanting to take the same leap- this the computer to start. I have evening carried over some my Windows OS applications- i.e. Office 0365- it works"
Apple MacBook AIR Apple M1,"The media could not be loaded.
                



 I absolutely love it! Bought it because I’m a math major in college and it’s just what I needed! It charges fast and stays charged! I never shut my computer down but put it to sleep and battery is still good! I haven’t used it to it’s max ability so I’m not sure 100% of what it can and can’t do! It’s light and is gorgeous."
Apple MacBook AIR Apple M1,"I'm a Windows guy.  I bought this because I am creating a few apps.  The apps aren't ready; so I really haven't used it yet, beyond exploring for a few hours.  It's neither fast, nor large, by today's standards, but it is solid, light, and robust with Apple's latest release.  It'll last for years.No way to connect Apple's top products:  Mac Air and iPhone.  I guess I need more cables.  Please, sir, take more of my money."
Apple MacBook AIR Apple M1,The display is wonderful. Touchpad is very responsive. I love the size and weight. Very easy to use anywhere
Apple MacBook AIR Apple M1,"I absolutely love love my new lap top! I had a Macbook Air in college and now I have one for working at home and for traveling if the desire arises! The price is great and the quality is excellent, I noticed other reviews commenting on the quality of the video, however I do not see it being grainy at all!"
Apple MacBook AIR Apple M1,It was a very nice laptop! Loved the color. The specs was great. I am not very comfortable or familiar with Apple products. Returned for a refund and bought a Windows laptop. Really wanted to keep it but had a hard time figuring out how to use it.
Apple MacBook AIR Apple M1,"What’s not to like? It’s a great Apple product! Bought to replace a 2013 MacBook Pro that worked flawlessly right up until it was destroyed in an accident. Setting it up and getting on with my life was pretty seamless, as it has been on every Apple product I’ve ever upgraded. I’m enjoying the increased speed and more up to date features as a bonus — especially longer battery life!"
Apple MacBook AIR Apple M1,"This new Mac is more powerful than all previous versions, runs silent (no fans), dissipates heat under the heaviest of loads with no throttling, and does so while lasting 48 hours on a chafe and being almost as light as your phone.People taking about M1 being an issue either don’t know enough to figure it out or are straight lying. Everything works fine.If you’re looking to upgrade, you can’t go wrong with this."
Apple MacBook AIR Apple M1,"I tried to edit a 17 minute 4K60FPS video in Final Cut Pro. Yeah, that didn't happen. Somehow afterward my hard drive was basically full, and no matter how many files I deleted I could only get to 30 gig free max.Returning this and buying a M1 MacBook Pro with 32 gig of ram, which Amazon does not sell.If you just want to watch YouTube and browse the internet this is a fine computer. However, anything beyond that and you will be disappointed."
Apple MacBook AIR Apple M1,Very good computer
Apple MacBook AIR Apple M1,"found it complicated and deprecated quickly.  The purchase price for me was 1000 saw it at 90 less 2 months later now it's almost $200 less.  Don't feel too good about this,"
Apple MacBook AIR Apple M1,"I put this along side my £3,500 13” MacBook Pro (2019), which was spec’d up to the max, and the M1 Air wiped the floor with it. Twice as fast encoding the same video, making my top of the line Intel MacBook Pro instantly obsolete. You can not go wrong with this purchase. This is the biggest evolutionary leap in desktop computing since the early 00’s. I’m just upset I bought this as a gift for someone else."
Apple MacBook AIR Apple M1,I was a bit concerned when I saw the reviews saying that its camera was really bad because I teach online and do a lot of Zoom video calls. But it's so much better than my old PC laptop and might be as good as my iPhone 8 Plus camera. I am shook!
Apple MacBook AIR Apple M1,"This computer was described as used but like new, I would have guessed it was new because it looks brand new. It's the latest MacBook Air and I got it cheaper than through the Apple store. I was anxious to get it but shipping said it could take 3-7 days from when I ordered it. I was pleasantly surprised to get it on the third day. This is replacing my 2013 MacBook Pro Retina. I love it."
Apple MacBook AIR Apple M1,"My husband bought me one for Christmas 2020 and my son loved it so we bought him one for Christmas 2021. Great laptop, great price for MacBook. Only thing is I wish it was a touch screen. Love it!!!"
Apple MacBook AIR Apple M1,"Unexpectedly this turned out to be a espectacular laptop. Yes, some applications are still not available natively for the M1 chip but even through emulation they are very fast to use. Camera despite having the same.720p res it has a better image quality and I assume this is due to the chip processing image better than intel. For everyday use this is perfect for other tasks such as programming not yet."
Apple MacBook AIR Apple M1,"This is my first laptop and I’m real happy with the purchase. The speakers on this are nice and loud I love it. The size is a great size, not too big and definitely not too small, it’s just right. The screen is great too love the picture quality and it gets brights. I’m not super in tune with all the laptop lingo and things that matter but as a person who just bought their first laptop, definitely worth it."
Apple MacBook AIR Apple M1,"My wife likes it. Extremely overpriced for today's specs and she couldn't even play a Sims game from 2011 on it. . . But hey, she can edit pics. . . . For $1200. Paid for love, crapple product."
Apple MacBook AIR Apple M1,"I love its bootup sound and appearance BUT, it wont run any of my old software.  So what good is that?  Just because it purrs like a kitten it ain't worth a thing to me.  So that is why I am returning mine.  Unless you never owned a computer buy it.  Too reinvest in all the needed software whould be out of my price range."
Apple MacBook AIR Apple M1,"I'm absolutely stunned by this laptop, it's pefect in every way. Super fast with incredible screen quality and the outside color (rose gold) is beautiful!! It's extremely light and can be carried anywhere. I did get a protector because I was afraid to damage it since it's so light I felt like I could add a bit of protection so I put a clear plastic case and it still feels very thin and light."
Apple MacBook AIR Apple M1,it works really well! the screen quality is very good and clear. I’ve been doing schoolwork on mine and it allows me to do things my other computer will not. overall a very beautiful laptop and great purchase! would recommend!!
Apple MacBook AIR Apple M1,"First time owning a MacBook, I didn't want to cheap out on a good computer for school so I chose this and it does not fail to deliver. Very responsive and runs smooth when operating, I even don't mind using it without a mouse as it's trackpad is excellent. Crazy how this thing is so quiet. Very happy with the purchase!"
Apple MacBook AIR Apple M1,I’m a college student and bought this right before my semester started and it is my most favorite thing!! I was kind of hesitant it would be fake but it really is the real deal and I love my MacBook Air!
Apple MacBook AIR Apple M1,WINNER WINNER APPLE DINNER...it is a gem...software setup cumbersome but once done...it kicks assTHe trackpad lil stiff on clicking to select...guess breaking in will solve it...Rosetta 2 had to be installed..so it can run intel based apps..if you get pop up ...install it...had me goingBut for the money..it is fast..and installed new update...loads of preinstalled goodies...APPLE got this one right...the webcam they should have splurged on...they couponed out ..but good enough...3rd party apps will fix
Apple MacBook AIR Apple M1,"Great lightweight laptop. Hard to get used to the new command keys if you are not an apple user already. Great migration operation from other laptops even windows applications.  Not easy to fix or troubleshoot when necessary. Had to get tech support to correct a bug with the M1 chip(hard drive), it was fixed but took an hour on the phone"
Apple MacBook AIR Apple M1,"This is the first Apple computer I've ever had and I adore my Mac. I originally bought it for editing my videos for my YouTube channel (Rae of Sun Asmr) which is still its main function. Now however, I almost prefer watching things like Netflix, etc. on here vs on my actual television. Picture quality on this thing is superior. Highly recommend."
Apple MacBook AIR Apple M1,The battery life in this laptop exceeds everything I've ever seen before. On a full charge after being on standby for a week I still have 90% battery left. In the past I've always been afraid to leave my laptop for any period of time without shutting it down. Now I never shut it down. an occupational reboot after an update or something is all it needs.
Apple MacBook AIR Apple M1,Have just opened and planning on taking to Apple store and have data transferred from old Mac Pro Book to the MacBoook Air.  It is much more sleek and lighter than the older Book Pro.  So far so good.
Apple MacBook AIR Apple M1,"Other then battery life this thing is awesome. No complaints, lightning fast, never had a single problem with anything as of yet. Would like the battery to last more then a few hours but it could also be everything I have running on the computer. Overall I would recommend this to my friends and family"
Apple MacBook AIR Apple M1,"Best computer i have ever had, very good job Apple. Comparing to many brands HP, Acer, Dell, etc this is a rocket based on price, speed, image, performance, everything. just the best buy you can ever have, dont doubt it for a second.Btw i rarely do reviews for stuff i buy but it deserves it, could not be happier!"
Apple MacBook AIR Apple M1,"I have own a apple iPad and now this ,it is everything I could ask for in a laptop.I have own several other laptops made by different manufacturers and everyone failed me! this is far better and very easy to setup I had no problems setting it up at all! very pleased and would highly recommend this to anyone looking for a fast and powerful laptop!"
Apple MacBook AIR Apple M1,"I just got my new macbook air and was super excited as it is my first ever mac computer, but it will not turn on! Hopefully I will be able to return it, but either way it is going to be a hassle. A big reason I bought this was that I was tired of my windows laptop taking forever on windows updates and often being slow, but at least that thing can turn on.Very disappointed with this I thought one of the big selling points with mac products was that they ""just work"". When I first opened it after it arrived, it would not turn on. I figured ok, I thought they come with some battery life but I guess I have to charge it. It turned on ONCE after charging it for a bit and then never again. After I went through the initial setup config I closed the laptop to let it finish charging. I came back an hour later and it would not turn on! I have tried charging it. I have tried plugging the charger into a different outlet. I have reseated the usb-c cable and tried both ports. I have held down the power button for 10+ seconds. I have tried hitting control + command + power. It doesn't do anything doesn't even make a boot up sound it just won't turn on. Looks like I am going back to a windows laptop I have never had one that completely doesn't work at least."
Apple MacBook AIR Apple M1,"I've only had it a few weeks, but I love it. I had an old one that couldn't be updated, so this is a great replacement. The sound quality is excellent."
Apple MacBook AIR Apple M1,"I am glad it finally came, took longer then advertised for shipping. Came with everything as advertised. No broken seals."
Apple MacBook AIR Apple M1,"My whole experience with ordering a MacBook off of amazon was amazing. It was smooth and easy, and showed up to my front door extremely early. I would venture to say that it was one of my favorite purchases and amazon made it that much easier. I would recommend for anybody to do this same thing."
Apple MacBook AIR Apple M1,Amazon had the best price at the time. Great machine. The keyboard is sublime. There are plenty of online reviews on websites and YouTube. This machine truly hits the sweet spot.
Apple MacBook AIR Apple M1,"This is replacing a 11 inch air that I spilled a beer on.  I pretty much love everything about it except the bigger size and heavier weight.  Battery life is amazing.  Speed, still hard to get used to.I loved the smaller size though."
Apple MacBook AIR Apple M1,Great purchase
Apple MacBook AIR Apple M1,This MacBook is super fast and convenient to use. Typical Apple quality but yes you will have to pay a price for it.  The M1 chip is amazing and worth it.  Wish the bezels weren't as big but you can't get everything right?  Highly recommend if you are a fan of Apple. Very lightweight and portable.
Apple MacBook AIR Apple M1,"I love my MacBook, battery is so good. Camera isn’t amazing but it’s pretty good, but you have to remember…. This is a laptop. Prefect for zoom!  So as long as your not taking your MacBook on a photo shoot, camera quality is great! Screen is small. But it’s fine! Lighter than a feather!"
Apple MacBook AIR Apple M1,"FASTEST PERFORMANCE , LONG BATTERY LIFE, LIGHTWEIGHT,COMPACT, GREAT SECURITY FEATURES, TOO MANY THINGS TO LIST BUT THEN IT IS AN APPLE!"
Apple MacBook AIR Apple M1,First Mac laptop I’ve owned and I’m very impressed! Display colors are incredible. Processing speed with the M1 chip is amazing. Super long battery life and light weight. So much packed in a thin design!
Apple MacBook AIR Apple M1,"Beautiful laptop. I’ve upgraded from the MacBook Air of old...so far this laptop has blown it away. It wasn’t overly pricey to be honest and I feel it’s worth the price. Overall look is great and keyboard feel is nice. Larger touchpad is great, I’ve paired my Magic Trackpad 2 with it as well."
Apple MacBook AIR Apple M1,"Bought this for my mom, she wanted to use a mouse. I gave her one of my old mouse. Where is the usb port? 20 more dollars for an addon for usb ports!, 720 camera still on a 2020 product come one!Everything else is great. wow, woah"
Apple MacBook AIR Apple M1,Love this computer! I am a PC user switching to Mac for the first time! The computer comes in perfect condition and extra boxes for additional protection.It also arrived so quickly even when it was Black Friday. Thanks Amazon!
Apple MacBook AIR Apple M1,"The m1 MacBook Air is the perfect machine blending the best aspects of cell phone computing with the functionality of a laptop. This means unparalleled performance, amazing battery life, and beautiful screen quality. Along with these improvements the keyboard is also refined and no longer used the dreaded scissor mechanism. The only improvement I could ask for is the webcam."
Apple MacBook AIR Apple M1,Such a high quality and well-built piece of computing equipment. The M1 processor is a huge leap forward.
Apple MacBook AIR Apple M1,"Unbelievable difference from my prior Air. So much faster. I have run into a couple of small issues with software due to the new chip, but I'm sure they'll release new versions soon. The main one for me right now is that Google FIle Stream doesn't work. I found a substitute called odrive which works to sync w/ Google, but it is a paid product. Hope that's fixed by Google soon."
Apple MacBook AIR Apple M1,"I returned this MacBook Air very quickly. The default  font on most everything was too small, and there was limited/or no capacity to use zoom in effectively."
Apple MacBook AIR Apple M1,Best price-quality MacBook in the history of Apple.
Apple MacBook AIR Apple M1,"This is a very good computer. Very fast and works with most people.... but, some apps just don't work. They used to work in my other Macbook pro. but on this M1 it simple won't work.... apps like Google drive!!!! for good sake!Even worst... trying to return... 15% restocking fee.Serious Amazon?!"
Apple MacBook AIR Apple M1,Never owned a Mac and now never going back to Windows.  So smooth and fast with phenomenal battery life up to 8+ hours. Great screen as well with backlit keyboard. Easy to transfer files from Windows.  This is money well spent replacing a 5+ years old slow heavy HP laptop!
Apple MacBook AIR Apple M1,"I love, love, love this computer. I just love the fact of having everything in the cloud. When I try to look at some file that I was working on my MacBook from my phone, it will come up quickly and fast. Everything is synced. Love the keyboard, the features, the color and texture of it, will definitely stay with Apple!"
Apple MacBook AIR Apple M1,"Amazed that it uploaded all my files and I for from cloud. Just turned it on and it worked, syncing with phones and iPad 👏👏👏👏"
Apple MacBook AIR Apple M1,"Upon receiving my new Mac, which I waited days for, I questioned the condition of the box.  Apple has very nice packaging but this looked beat up and worn.  I did need to call technical support for something and found out by providing the serial number that my “new” Mac Air was already out of the 90 day warranty.  I received a used computer.  With the price I paid, this kinda makes my blood boil. This one is going back and i WILL get a new one in return."
Apple MacBook AIR Apple M1,"I am not a computer nerd, I use my computer to finish charts from work when I am at home or to just browse the web so the MacBook Air was all I needed. I love the screen, the keyboard, size, and weight."
Apple MacBook AIR Apple M1,"Needless to say, I love my Macbook Air. This is the first time I purchased a laptop that's apple. I have owned one in the past, but it felt good actually purchasing my own this time. Now I not only have an Ipad, Apple Watch, Apple phone but I now have an Apple Macbook Air."
Apple MacBook AIR Apple M1,I ordered the Macbook to use for my model railroad.  I now use it as my portable computer.  it is small and powerful........
Apple MacBook AIR Apple M1,"Did not like the color. The gold is NOT gold, rather rose gold. So this is a misrepresentation on the color. If you think it will be true gold color, you will be disappointed. It looks and is rose gold has a pink color to the gold."
Apple MacBook AIR Apple M1,Super duper awesome
Apple MacBook AIR Apple M1,"The connections are really lacking on this laptop, but everything else is consistent with what you'd hope from an Apple product. Over priced, but good quality and decent support. Buy the additional warranty or Apple care."
Apple MacBook AIR Apple M1,I am extremely happy with this purchase! The screen quality is amazing and it seems like I never need to recharge it. I got a great deal on it and the genius at the Apple store told me it was a great model so that did it for me!
Apple MacBook AIR Apple M1,Love it
Apple MacBook AIR Apple M1,Needed a laptop with more capabilities for school and it fits the bill I haven’t had no issues with it and it works great and fast.
Apple MacBook AIR Apple M1,"Everything was perfect for the shipping to the packaging! Easy set up, super nice."
Apple MacBook AIR Apple M1,Quality of item was state-of-the-art. Delivery was exceptional. Elegant packaging. Seller is first-rate and choice.
Apple MacBook AIR Apple M1,"I bought this to replace a 2015 MacBook Pro, and it’s worked out great. Better screen and better battery life. Much faster processor. Also much thinner and lighter yet I can use my existing laptop sleeve. Happy with this."
Apple MacBook AIR Apple M1,"The item is great, allows me to be productive without worrying about performance being an issue. It was shipped quickly and arrived at my front door just 5 days after purchasing. Highly recommend this laptop for those who don’t need the highest specs but, can get by doing mostly everything you throw at it just fine."
Apple MacBook AIR Apple M1,"You get what you pay for, and that $1000 I dropped on this MacBook was worth. I went through a few cheap laptops that went from $200-400 bc I needed it for my college classes and then after wasting my time buying and returning them,  I finally decided to go all out and no regrets with this purchase. 10/10"
Apple MacBook AIR Apple M1,"Almost everything is top-notch: Performance, battery life, new magic keyboard, usual unparalleled trackpad, quality of materials and build. I was a little concerned about lower screen brightness of MB Air versus MB Pro prior to purchase, but have no complaints. Only feature less than excellent is camera, which is only 720p. Limited ports only a minor inconvenience. Most highly recommended."
Apple MacBook AIR Apple M1,Amazing system but run into issue so had to return the product.
Apple MacBook AIR Apple M1,I recommend others to buy it and It's perfect for school
Apple MacBook AIR Apple M1,I absolutely love this MacBook!! It has a finger print scan to unlock it and to fill in passwords which is so handy. The battery life lasts for a long time. The screen quality is flawless. It’s super fast and comes with so many useful apps on it!
Apple MacBook AIR Apple M1,Work and play
Apple MacBook AIR Apple M1,"The M1 chip is amazing and a miracle, this little chip can play some of the most cpu demand games around cities skylines it played phenomenal without any lag or freezing. This MacBook Air is very powerful. the downside to it, is that it doesn't have a cooling fan and one cooling fan in it would make a major improvement."
Apple MacBook AIR Apple M1,"El rendimiento del equipo es genial, la duración de la batería es asombrosa, cumple con todas funciones descritas, lastima que solo tiene 2 puertos tipo C, pero con la compra de un Hub se soluciona el problema. En resumen una muy buena adquisición de mi parte."
Apple MacBook AIR Apple M1,"This computer is a good buy and works very well. My only complaint is that I have been a pc user all of my life (more than 60 years) and I am having some challenges with the OS. Not their fault. Delivery, packaging, speed, and everything seems really good. I am satisfied."
Apple MacBook AIR Apple M1,this is a great laptop for everyday use. love the build quality. the screen and speakers are amazing. I love how fast this laptop is. the thin and light weight of it is amazing.
Apple MacBook AIR Apple M1,"Best investment I could have made for my business! I’m still adjusting to Apple computers, as I’m transitioning out technology from Windows. But this computer has cut my time for work, and photography projects, down so much! Tasks that used to take me 3 hours, only take 1 now.🤨🙌🏾"
Apple MacBook AIR Apple M1,Blazing fast!  This was my first Mac and I was Only familiar with iOS devices so I can compare to past models. But I can say that the MacBooks with the M1 chips our as fast as an iPad when it comes to light duty things.
Apple MacBook AIR Apple M1,Absolutely wonderful and showed up charged and. ready to go. Make sure you migrate everything from your older Mac or have a solid time machine backup to transfer. Only downfall is it has no USB ports. Buy your year’s version of a Macbook Air to USB port and/or HDMI adapter at a minimum.
Apple MacBook AIR Apple M1,Get this computer for all intents and purposes! I bought it for IT and database administration and I just wanted a computer who could think for me. This is it. Along with its long computer time and screen life
Apple MacBook AIR Apple M1,There's nothing to dislike the laptop comes with own software ready to turned it on and start using it
Apple MacBook AIR Apple M1,This has been the best purchase I have made in a very long time. My computer can go days without needed a recharge and has a sheik finish. I have shared this link with many already. The greatest of all is that it last for years!
Apple MacBook AIR Apple M1,"Currently writing this review on the laptop Everything about it is amazing. This could be the best laptop ever made by apple as the m1 chip is mind-blowingly fast. Keyboard and touchpad feel are amazing. Convenience is unmatched with all of the built in features that work seamlessly. For students, there's no better option for this great of a value."
Apple MacBook AIR Apple M1,This is a replacement for my 11 year old MacBook Pro that still works but I’m glad to have this new MacBook Pro Air. It’s battery life is far better that my old one and I am enjoying its much lighter weight. Amazon’s price was the best I could find and with my Prime Chase card I am buying it interest free.
Apple MacBook AIR Apple M1,"This laptop is great. It's fast, slim and battery life is pretty awesome. The camera isn't the best and I don't love Apple's new keyboards, they have very little travel. Besides that I'm very pleased with my purchase."
Apple MacBook AIR Apple M1,"This review is for a brand new Apple MacBook Air with Apple’s M1 processor. I got it here on Amazon for $200 less than what they sell for on Apple’s website. I bought it to replace my 10 year old MacBook Pro that has performed flawlessly. Unfortunately this new MacBook Air was defective from the start. It would crash frequently with this weird pink screen of death. It would come back up with a MacOS kernel panic log.  I would also get the spinning beach ball. And it would randomly reboot itself, even when I wasn’t using it. We can only speculate on why this MacBook Air was such a good deal. Returning it for a refund was not easy and required a phone call to Amazon then a scheduled pickup from my home with an adult."
Apple MacBook AIR Apple M1,"My old MacBook Air lasted 8 years and died a peaceful death. Even so, Apple gave me $130 credit for it. It’s so wonderful to have a new one!"
Apple MacBook AIR Apple M1,Honestly all I know is that my daughter loves it and thats all that matters to me!
Apple MacBook AIR Apple M1,"This item was very horrible! The touch screen never worked , it was overpriced and it was defected and AMAZON ONLY TOLD ME I WOULD GET 80% of what I paid for this product back ! That’s bs . They are keeping almost $300 of what I paid for a defective product  I returned my computer for refund for defects. I have been disrespected, condescended, lied to by customer service over and over again over this return. They say calls are recorded for customer service satisfaction. They lie. After being guaranteed by a supervisor that I would receive my complete amount of purchase refund , and waived as a one time courtesy the restocking fee, I would have no problem with this ; all I would have to do is call back after they initiated the first part of the refund when they received the computer back—- and on another call to see what was the status because it had been the time for them to have received the computer back already, another customer service assured me that it was noted again he saw as a one time courtesy I would receive the waived restocking fee, I would just need to wait again until Monday . This didn’t happen, they were rude, condescending and denied it was noted and hung up on me."
Apple MacBook AIR Apple M1,I have been a Mac user for a long time and this one is certainly up to standards. Got some great help from Mac setting it up and ended the frustrations of my old one.
Apple MacBook AIR Apple M1,Llego en excelente estado
Apple MacBook AIR Apple M1,I love it. This is my first IOS computer and I’m in love. The quality put into it is top notch. This is my primary computer for school and everyday use. It’s well worth the investment!!
Apple MacBook AIR Apple M1,First MacBook and I am in love! I have been using my computer for two days and still have 60% battery life. Very impressive because I have been using it a lot. I’m still getting use to the different feel on how to use it but it really is self explanatory once you start using it.
Apple MacBook AIR Apple M1,"Nowhere was it mentioned that this is the castrated 7 GPU Core version. Feeling deceived. In addition, the 8 GB RAM / 256GB SSD Version is nigh useless for anything beyond websurfing. Having multiple apps open concurrently almost immediately yields the spinning beach ball of death. With a regular set of apps, like the MS Office suite, the disk fills up in no time. Now OS updates are not working, since they require at least 15 GB disk space. But - battery life is out of this world, with the CPU temp sitting at 36C!"
Apple MacBook AIR Apple M1,"I've chewed through 2 MacBook Pros in the last 12 years but this MacBook Air is the best out-of-the-box laptop yet. The keyboard is amazing. The track pad is indescribably good--they've always been good but...damn. The Activity Monitor is back and it's a icon on the dock. Yay!Also, Amazon knocked it out of the park. I ordered free shipping on Friday and received on Monday morning before I left for work. Everything was well packaged. 5 stars for Amazon on this one. It's nice to be able to say something nice about them for a change. :)Damn. I forgot to add that Apple is a corporation that fluffs totalitarian dictatorships and actively engages in slave labor and censorship. All is good in lefty bubble world, right?"
Apple MacBook AIR Apple M1,Powerful laptop that can handle music production and djing softwares without problems. This computer is so light and thin that it is unbelievable how well it works.There is no need to buy a Macbook Pro M1. Shop this one without hesitation.
Apple MacBook AIR Apple M1,"Everything is so snappy.Great screen, amazing battery life.Windows users, do not hesitate on getting this. After more than 10 years using windows and in certain years of college Mac OS, this runs like a f1 car.Trust me, if you want to buy a new laptop, this is it."
Apple MacBook AIR Apple M1,Best laptop i’ve ever owned 🫶🏼
Apple MacBook AIR Apple M1,Personal use - replaces my previous MacBook Air.Great improvements to a classic.
Apple MacBook AIR Apple M1,"Love my new Mac !  It’s very light, battery lasts a long time. Days even - with light use.  Charges quickly too.  I haven’t bought a case yet - it’s too gorgeous to cover up!  But will buy a sleeve for transporting when I travel. No complaints.  LOVE IT."
Apple MacBook AIR Apple M1,The solid state drive makes this laptop a speed demon!  Ultra rite screen. The laptop hardly weighs anything at all. Charges really fast. Holds charge a long time. Great keyboard and easy bluetooth connection to my trackball. Really nothing to complain about.
